dms_code,venue_name,venue_address,pincode,region,state,city,status,google_ratings,google_review_count
EST-AS-1605,INDIAN TECHNICAL INSTITUTE-NALAPARA,"NALAPARA, LOKHRA, GUWAHATI, ASSAM - 781040, LANDMARK: NEAR GREEN INTERNATIONAL SCHOOL",781040,EAST,ASSAM,GUWAHATI,Active,4.1,90
EST-AS-1746,BINAPANI ONLINE CENTRE,"36, GANAK MIKIR PATH, SBI COLONY, HENGRABARI, GUWAHATI, ASSAM - 781036, LANDMARK: SBI COLONY",781036,EAST,ASSAM,GUWAHATI,Active,3.9,3
EST-AS-1013,R K EDUCATIONAL INSTITUTE,"R K COMPOUND, NH 37, HATIGARH, PODUMONI, JORHAT, ASSAM - 785010, LANDMARK: NEAR HATIGARH SHIVDAYAL",785010,EAST,ASSAM,JORHAT,Inactive,3.8,83
EST-AS-1016,SOCIETY OF INFORMATION TECHNOLOGY DEVELOPMENT,"OLD CIRCUIT HOUSE ROAD, JORHAT, ASSAM - 785001, LANDMARK: OPPOSITE CHANDRAPRABHA EYE HOSPITAL",785001,EAST,ASSAM,JORHAT,Active,3.8,3
EST-AS-1018,ZENITH INSTITUTE OF TECHNOLOGY,"KOPORA DHORA GAON, CHENIJAN, SOTAI, JORHAT, ASSAM - 758010, LANDMARK: NEAR JORHAT INSTITUTE OF SCIENCE AND TECHNOLOGY, OPPOSITE DANGARIALI",758010,EAST,ASSAM,JORHAT,Active,3.3,3
EST-AS-1163,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-JORHAT,"JORHAT MARIANI ROAD, SANKARPUR, RAJABARI, JORHAT, ASSAM - 785014, LANDMARK: OPP NAGALAND TRANSPORT CORPORATION",785014,EAST,ASSAM,JORHAT,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1388,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-DHANSIRI,"DHANSIRI, BARPATHAR, ASSAM - 785602, LANDMARK: NEAR BARPATHAR COLLEGE",785602,EAST,ASSAM,JORHAT,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1400,GALAXY COMPUTER INSTITUTE,"AT ROAD, AJANTA BYPASS TINIALI, TARAJAN, JORHAT, ASSAM - 785006, LANDMARK: AJANTA CINEMA HALL",785006,EAST,ASSAM,JORHAT,Inactive,4.3,4
EST-AS-1403,ASSAM AGRICULTURAL UNIVERSITY,"REV. B. M. PUGH LIBRARY. ASSAM AGRICULTURAL UNIVERSITY, AGRICULTURE UNIVERSITY ROAD, JORHAT, ASSAM - 785013, LANDMARK: NEAR JUNCTION OF JAIL ROAD & AGRICULTURE UNIVERSITY ROAD",785013,EAST,ASSAM,JORHAT,Active,4.5,4
EST-AS-1406,JORHAT ENGINEERING COLLEGE,"GARMUR, JORHAT, ASSAM - 785007, LANDMARK: NEAR ARNAB KISHOR BORDOLOI AUDITORIUM",785007,EAST,ASSAM,JORHAT,Active,4.4,4
EST-AS-1407,"H R H THE PRINCE OF WALES INSTITUTE OF ENGINEERING AND TECHNOLOGY, JORHAT","GAR ALI, JORHAT, ASSAM - 785001, LANDMARK: NEAR INOX & VISHAL MEGA MART",785001,EAST,ASSAM,JORHAT,Active,4.7,412
EST-AS-1410,KAZIRANGA PRIVATE INDUSTRIAL TRAINING INSTITUTE-JORHAT,"SOTAI, CHENIJAAN, JORHAT, ASSAM - 785101, LANDMARK: OPPOSITE ZENITH INSTITUTE OF TECHNOLOGY",785101,EAST,ASSAM,JORHAT,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1411,KENDUGURI PRIVATE INDUSTRIAL TRAINING INSTITUTE,"GOHAIN TEKELA GAON, JORHAT, ASSAM - 785002, LANDMARK: GOHAIN TEKELA GAON",785002,EAST,ASSAM,JORHAT,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1497,INDUSTRIAL TRAINING INSTITUTE-TITABOR (PRIVATE),"WARD NO. 07, TITABOR CHARIALI, TITABOR, JORHAT, ASSAM - 785630, LANDMARK: NEAR BAKAHULLA GAON PANCHAYAT",785630,EAST,ASSAM,JORHAT,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1164,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE FOR WOMEN-GUWAHATI,"AK AZAD RD, BISHNU RABHA NAGAR, REHABARI, GUWAHATI, ASSAM - 781008, LANDMARK: NEAR DISTRICT EMPLOYMENT EXCHANGE",781008,EAST,ASSAM,KAMRUP,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1787,INDUSTRIAL TRAINING INSTITUTE-HAJO (PRIVATE),"PATANI, HAJO, KAMRUP, ASSAM - 781102, LANDMARK: OPPOSITE HAJO POLICE STATION",781102,EAST,ASSAM,KAMRUP,Active,-,-
EST-AS-1165,EAST INFORMATION TECHNOLOGY INSTITUTE,"DIPHU HRJS COMPLEX, 3RD FLOOR, DIPHU, ASSAM - 782460, LANDMARK: NEAR M BAZAR SHOPPING MALL",782460,EAST,ASSAM,KARBI ANGLONG,Active,4.7,83
EST-AS-1381,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-DIPHU,"P.H.E. COLONY, DIPHU, ASSAM - 782462, LANDMARK: RONGSANCHOM DISTRICT MUSEUM",782462,EAST,ASSAM,KARBI ANGLONG,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1498,MDSD BADARPURGHAT INDUSTRIAL TRAINING INSTITUTE (PRIVATE),"BADARPUR GHAT, DIST- KARIMGANJ, ASSAM - 788803, LANDMARK: NEAR FIRE SERVICE",788803,EAST,ASSAM,KARIMGANJ,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1003,CENTRAL INSTITUTE OF TECHNOLOGY-KOKRAJHAR,"CIT ROAD, POST & OFFICE - RANGOLIKHATA, KOKRAJHAR, ASSAM - 783370, LANDMARK: CIT CAMPUS",783370,EAST,ASSAM,KOKRAJHAR,Active,4.3,4
EST-AS-1004,DON BOSCO MISSION INSTITUTE,"JD ROAD, KOKRAJHAR, ASSAM - 783370, LANDMARK: NEAR DISTRICT COMPUTER CENTRE",783370,EAST,ASSAM,KOKRAJHAR,Active,4.5,203
EST-AS-1389,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-KOKRAJHAR,"DHAOLIGURI, KUMGURI, KOKRAJHAR, ASSAM - 783370, LANDMARK: NEAR DHAOLIGURI HOSPITAL",783370,EAST,ASSAM,KOKRAJHAR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1499,INDUSTRIAL TRAINING INSTITUTE-SALAKATI (PRIVATE),"VILLAGE - HENOBIL, SALAKATI, KOKRAJHAR, ASSAM - 783369, LANDMARK: NEAR SALAKATI POLICE STATION",783369,EAST,ASSAM,KOKRAJHAR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1606,GURUDEV KALICHARAN INSTITUTE OF TRAINNING & MANAGEMENT-KOKRAJHAR,"GOURNAGAR, KOKRAJHAR, ASSAM - 783370, LANDMARK: NEAR KOKRAJHAR BAGICHA",783370,EAST,ASSAM,KOKRAJHAR,Active,4.6,7
EST-AS-1788,BRAHMANANDA PRIVATE INDUSTRIAL TRAINING INSTITUTE-KOKRAJHAR,"WARD NO. 6, KOKRAJHAR, BTR, ASSAM - 783370, LANDMARK: NEAR SAI BABA MANDIR",783370,EAST,ASSAM,KOKRAJHAR,Active,-,-
EST-AS-1600,ASHA KIRAN PRIVATE INDUSTRIAL TRAINING INSTITUTE-DHAKUAKHANA,"NABAKATHABARI, WARD NO. 1, DHAKUAKHANA - GUNASUTI PWD ROAD, DHAKUAKHANA, LAKHIMPUR, ASSAM - 787055, LANDMARK: NEAR INDIAN OIL PETROL PUMP, DHAKUAKHANA",787055,EAST,ASSAM,LAKHIMPUR,Active,-,-
EST-AS-1500,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-MAJULIC,"TINIALI, KB ROAD, PO BONGAON, MAJULI, ASSAM - 785110, LANDMARK: NEAR MUDOI GAON",785110,EAST,ASSAM,MAJULI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1166,DISTRICT IT CENTRE-MANGALDOI,"HOSPITAL ROAD, GOVERNMENT HIGHER SECONDARY SCHOOL CAMPUS, MANGALDOI, DARRANG, ASSAM - 784125, LANDMARK: OPPOSITE BAZAAR KOLKATA",784125,EAST,ASSAM,MANGALDOI,Active,-,-
EST-AS-1390,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-MANGALDOI,"KAMAR PARA, MANGALDOI, ASSAM - 784529, LANDMARK: NEAR MANGOLDOI MAHARISHI VIDYA MANDIR",784529,EAST,ASSAM,MANGALDOI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1391,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-MORIGAON,"LUKAKUCHI, MORIGAON, ASSAM - 782104, LANDMARK: NEAR BANPARA LP SCHOOL",782104,EAST,ASSAM,MORIGAON,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1380,DISTRICT COMPUTER CENTRE-NALBARI,"PALLA ROAD, NALBARI, ASSAM - 781335, LANDMARK: GOVERNMENT GURDON HIGHER SECONDARY SCHOOL CAMPUS",781335,EAST,ASSAM,NALBARI,Active,4.9,8
EST-AS-1393,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-NALBARI,"HARIPUR, SARIATOLI, MILANPUR, NALBARI, ASSAM - 781337, LANDMARK: NEAR DAIRY DEVELOPMENT OFFICE, NALBARI",781337,EAST,ASSAM,NALBARI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1789,BORKHETRI INDUSTRIAL TRAINING INSTITUTE (RUNNING UNDER PPP MODE),"BAMUNBORI, NALBARI, ASSAM - 781312, LANDMARK: NEAR SWAHID SOWARANI JUNIOR COLLEGE",781312,EAST,ASSAM,NALBARI,Active,-,-
EST-AS-1167,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-NAGAON,"ITI BAZAAR ROAD, PALASHANI, NAGAON, ASSAM - 782001, LANDMARK: NEAR ITI BAZAAR, COLLEGE OF EDUCATION",782001,EAST,ASSAM,NOGAON,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1168,DISTRICT COMPUTER CENTRE-NOGAON,"BM ROAD, STADIUM MARKET, CHRISTIAN PATTY, NAGAON, ASSAM - 782001, LANDMARK: OPPOSITE GOVERNMENT BOYS HIGHER SECONDARY SCHOOL",782001,EAST,ASSAM,NOGAON,Active,4.9,4
EST-AS-1169,PVI COMPUTER TRAINING CENTRE,"COURT CAMPUS, CHRISTIAN PATTY, NAGAON, ASSAM - 782001, LANDMARK: NEAR COURT CAMPUS",782001,EAST,ASSAM,NOGAON,Inactive,4.1,49
EST-AS-1392,AJMAL RURAL TECHNOLGOY AND DEMONSTRATION CENTRE,"PADUMPUKHURI, KAPASHBARI, HOJAI, NAGAON, ASSAM - 782445, LANDMARK: NEAR MARKAZ ACADEMY ENGLISH HIGH SCHOOL",782445,EAST,ASSAM,NOGAON,Active,4,4
EST-AS-1501,INDUSTRIAL TRAINING INSTITUTE-SAMAGURI (PRIVATE),"2 NO. GARUMARA GAON, RANGAGORA, CHAMAGURI, PO RANGAGARA, NAGAON, ASSAM - 782140, LANDMARK: ITI ROAD",782140,EAST,ASSAM,NOGAON,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1560,HAM-AK PRIVATE INDUSTRIAL TRAINING INSTITUTE,"KAWAIMARI CHALCHALI, PO: HAIBORGAON, DHING ROAD, NOGAON - 782002 - 782002, LANDMARK: NEAR METRO HOSPITAL & RESEARCH CENTER",782002,EAST,ASSAM,NOGAON,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1015,SHAWTECH,"WARD NO 1, NARAI ROAD, NORTH LAKHIMPUR, ASSAM - 787001, LANDMARK: NEAR ESSAR PETROL PUMP",787001,EAST,ASSAM,NORTH LAKHIMPUR,Inactive,3.2,24
EST-AS-1394,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE FOR WOMAN-NORTH LAKHIMPUR,"SABOTI, NORTH LAKHIMPUR, ASSAM - 787051, LANDMARK: NEAR CANARA BANK",787051,EAST,ASSAM,NORTH LAKHIMPUR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1426,NORTH LAKHIMPUR COLLEGE (AUTONOMOUS),"KHELMATI, ROAD OPPOSITE TO KHELMATI POLICE STATION, LAKHIMPUR - 787031, LANDMARK: ROAD OPPOSITE TO KHELMATI POLICE STATION",787031,EAST,ASSAM,NORTH LAKHIMPUR,Active,4,600
EST-AS-1502,EDUTECH INSTITUTE OF TECHNOLOGY PRIVATE INDUSTRIAL TRAINING INSTITUTE-RANGIA,"RANGIA, NURUDDIN ROAD, W/NO. - 5, KAMRUP, ASSAM - 781354, LANDMARK: NEAR RANGIYA TOWN MADRASSA HIGHER SECONDARY SCHOOL",781354,EAST,ASSAM,RANGIA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1765,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-RANGIA,"TULSIBARI-HALIKUCHI PATH, ROAD, HALIKUCHI, ASSAM - 781376, LANDMARK: TULSIBARI POLICE STATION",781376,EAST,ASSAM,RANGIA,Active,4.9,8
EST-AS-1379,ARANYAK INSTITUTE,"1ST FLOOR, ARANYAK URBAN PRIDE HABITAT, NAG NAHA LANE, SHILLONG PATTY, SILCHAR, CACHAR, ASSAM - 788004, LANDMARK: BALAJI LODGE, NEAR RELIANCE JEWELS",788004,EAST,ASSAM,SILCHAR,Active,4.7,4
EST-AS-1404,NATIONAL INSTITUTE OF TECHNOLOGY-SILCHAR,"CENTRAL COMPUTER CENTRE, LAB NO: 06, NIT - SILCHAR, NIT ROAD, FAKIRATILLA, SILCHAR, CACHAR, ASSAM - 788010, LANDMARK: NIT CAMPUS",788010,EAST,ASSAM,SILCHAR,Active,3.7,57
EST-AS-1415,SILCHAR POLYTECHNIC,"POLYTECHNIC ROAD, MEHERPUR ROAD, MEHERPUR, BIRBAL BAZAAR, SILCHAR, CACHAR, ASSAM - 788015, LANDMARK: NEAR INDIA POST, MEHERPUR",788015,EAST,ASSAM,SILCHAR,Active,3.7,3
EST-AS-1785,UNIFYNET ROYAL ACHIEVERS INTERNATIONAL PRIVATE LIMITED,"RAMNAGAR, TARAPUR PT 3, SILCHAR, ASSAM - 788003, LANDMARK: NEAR ISBT SILCHAR",788003,EAST,ASSAM,SILCHAR,Active,4.8,33
EST-AS-1395,SIBSAGAR COMMERCE COLLEGE,"PUKHURI PAR ROAD, EAST JAMUNA ROAD, BORPUKHURIPAR, SIVASAGAR, ASSAM - 785640, LANDMARK: NEAR OFFICE OF THE ASSISTANT LABOUR COMMISSION",785640,EAST,ASSAM,SIVASAGAR,Active,4.3,315
EST-AS-1399,KAZIRANGA PRIVATE INDUSTRIAL TRAINING INSTITUTE-SIVASAGAR,"ASSAM TRUNK ROAD, RUDRASAGAR, JOYSAGAR,SIVASAGAR, ASSAM - 785665, LANDMARK: NEAR SIVASAGAR MEDICAL HOSPITAL",785665,EAST,ASSAM,SIVASAGAR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1503,GYAN BHARATI PRIVATE INDUSTRIAL TRAINING INSTITUTE,"BG ROAD BAILUNG CHETIA, GAON, SIVASAGAR, ASSAM - 785701, LANDMARK: NEAR HAHCHARA HIGHER SECONDARY SCHOOL",785701,EAST,ASSAM,SIVASAGAR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1504,INDUSTRIAL TRAINING INSTITUTE-NAZIRA (PRIVATE),"CHAKINUKH TINIALI, NAZIRA, SIVSAGAR, ASSAM - 785685, LANDMARK: CHAKIMUKH HIGHER SECONDARY SCHOOL",785685,EAST,ASSAM,SIVASAGAR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1505,RANGPUR INSTITUTE OF CRAFTSMEN TRAINING-SIVASAGAR (PRIVATE),"RAMU GAON, SIMALUGURI, SIVASAGAR, ASSAM - 785686, LANDMARK: NEAR HILOR HAKU MASJID",785686,EAST,ASSAM,SIVASAGAR,Active,3.9,3
EST-AS-1607,GOVERMENT INDUSTRIAL TRAINING INSTITUTE-GARGAON,"GARHGAON, PO - SIMULUGURI, BHAROLUA, SIVSAGAR, ASSAM - 785686, LANDMARK: OPPOSITE RAUNA POHUCHUNGI PLAYGROUND",785686,EAST,ASSAM,SIVASAGAR,Active,-,-
EST-AS-1172,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-SRIKONA,"NH 53, SRIKONA, CACHAR, ASSAM - 788026, LANDMARK: NEAR SRIKONA CLUB",788026,EAST,ASSAM,SRIKONA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1171,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-TEZPUR,"ITI COLLEGE, TIGER HILL ROAD, BHAIRABPAD, TEZPUR, ASSAM - 784001, LANDMARK: NEAR DISTRICT EMPLOYMENT EXCHANGE",784001,EAST,ASSAM,TEZPUR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1376,GIRIJANANDA CHOWDHURY INSTITUTE OF PHARMACEUTICAL SCIENCE-TEZPUR,"KUNDERBARI, DEKARGAON, SONITPUR, TEZPUR, ASSAM - 784501, LANDMARK: NEAR TELERIA CHARIALI, TELERIA LP SCHOOL",784501,EAST,ASSAM,TEZPUR,Active,4,857
EST-AS-1401,TEZPUR UNIVERSITY,"COMPUTER CENTRE, SOE COMPLEX, TEZPUR UNIVERSITY, NAPAAM TEZPUR , SONITPUR, TEZPUR, ASSAM - 784028, LANDMARK: NEAR KENDRIYA VIDYALAYA",784028,EAST,ASSAM,TEZPUR,Active,4.5,4
EST-AS-1608,"ICON ACADEMY OF PROFESSIONAL STUDY-KEKURAPOOL, TEZPUR","KEKURAPOOL, TEZPUR, SONITPUR, ASSAM - 784001, LANDMARK: OPPOSITE PRIVATE BUS STAND",784001,EAST,ASSAM,TEZPUR,Active,4.1,35
EST-AS-1792,"ASSAM VALLEY SCHOOL, TEZPUR","PO - BALIPARA, DIST - SONITPUR, ASSAM - 784101, LANDMARK: NEAR WILLIAMSON MAGOR HALL",784101,EAST,ASSAM,TEZPUR,Active,4.6,1142
EST-AS-1173,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-TINSUKIA,"DISTRICT COURT ROAD, BORGURI, TINSUKIA, ASSAM - 784001, LANDMARK: NEAR DISTRICT INDUSTRIES AND COMMERCE CENTER",784001,EAST,ASSAM,TINSUKIA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1346,A-WONE INFOTECH,"1ST FLOOR, RANI MARKET, DEVI PUKHRI ROAD, SENAIRAM BAZAAR, TINSUKIA, ASSAM - 786125, LANDMARK: NEAR MB'S SWEET & SNACKS",786125,EAST,ASSAM,TINSUKIA,Active,-,-
EST-AS-1396,PUNYA PRIVATE INDUSTRIAL TRAINING INSTITUTE,"PANITOLA GAON, TINSUKIA, ASSAM - 786183, LANDMARK: NEAR PANITOLA OUTPOST",786183,EAST,ASSAM,TINSUKIA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1412,AXOM PRIVATE INDUSTRIAL TRAINING INSTITUTE,"KOKORATOLI, JAIL ROAD, BORGURI, TINSUKIA, ASSAM - 786126, LANDMARK: NEAR ASSAM PARAMEDICAL & NURSING INSTITUTE",786126,EAST,ASSAM,TINSUKIA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1413,KAZIRANGA PRIVATE INDUSTRIAL TRAINING INSTITUTE-TINSUKIA,"MANIRAM DEWAN ROAD, RAJENDRA NAGAR, KAPTANCHUK GAON, TINSUKIA, ASSAM - 786192, LANDMARK: NEAR GD MOTORS (EICHER SERVICE CENTER)",786192,EAST,ASSAM,TINSUKIA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1414,SUPRABHAT PRIVATE INDUSTRIAL TRAINING INSTITUTE,"DOOM DOOMA, MULAN PATHAR GAON, TINSUKIA, ASSAM - 786150, LANDMARK: NEAR RAIDANG TE 15 NO. LINE IP SCHOOL",786150,EAST,ASSAM,TINSUKIA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1507,INDUSTRIAL TRAINING INSTITUTE-KAKOPATHAR (PRIVATE),"NO. 1 SARU DIRAK, PO - BORDIRAK, DIST- TINSUKIA, ASSAM - 786152, LANDMARK: NEAR BANK OF BARODA",786152,EAST,ASSAM,TINSUKIA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1508,INDUSTRIAL TRAINING INSTITUTE-LEDO,"MULLANG ROAD, RODGAON, PO & PS - LEDO, TINSUKIA, ASSAM - 786182, LANDMARK: NEAR SIPE GAON L.P. SCHOOL",786182,EAST,ASSAM,TINSUKIA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1509,INDUSTRIAL TRAINING INSTITUTE-SADIA (PRIVATE),"MUGALPUR VILLAGE, PO - ISLAMPUR, TINSUKIA, ASSAM - 786157, LANDMARK: MUGALPUR VILLAGE",786157,EAST,ASSAM,TINSUKIA,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1518,DISTRICT COMPUTER CENTRE-TINSUKIA,"SENAIRAM H.S. SCHOOL CAMPUS, 1ST FLOOR, G.N.B ROAD, TINSUKIA - 786125, LANDMARK: SENAIRAM H.S. SCHOOL CAMPUS",786125,EAST,ASSAM,TINSUKIA,Active,4.9,4
EST-AS-1397,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-MAZBAT,"NO. 2 MAZBAT TE, MAJBAT, DARRANG, MANGALDOI, ASSAM - 784507, LANDMARK: NEAR MAZBAT DEVELOPMENT BLOCK & DEPARTMENT OF ANIMAL HUSBANDARY AND VETERINARY",784507,EAST,ASSAM,UDALGURI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-AS-1428,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-BHERGAON,"BHERGAON, OPPOSITE KESHAB KANTA BARUAH GIRLS HE SCHOOL, NEAR BHERGAON MODEL HOSPITAL, UDALGIRI - 784522, ASSAM - 784522, LANDMARK: OPPOSITE KESHAB KANTA BARUAH GIRLS HE SCHOOL, NEAR BHERGAON MODEL HOSPITAL",784522,EAST,ASSAM,UDALGURI,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-JH-1033,ALPHA ICT CENTRE,"BOKARO EDUCATION TRUST CAMPUS, CHIKSIA, CHAS, BOKARO, JHARKHAND - 827013, LANDMARK: NEAR DR. S RADHAKRISHNAN COLLEGE OF EDUCATION",827013,EAST,JHARKHAND,BOKARO,Active,4,169
EST-JH-1034,BHAVNATH CHAUDHARY COLLEGE OF EDUCATION,"VILL- DURGAPUR (DIWANGANJ), KURA, PINDRAJORA, CHAS, BOKAROSTEEL CITY, JHARKHAND - 827013, LANDMARK: NEAR CHAS COLLEGE",827013,EAST,JHARKHAND,BOKARO,Active,4,47
EST-JH-1035,TISSA TECHNOLOGY,"E/176, MAIN ROAD CHIRA CHAS, OPPOSITE STATE BANK OF INDIA, BOKARO STEEL CITY - 827015, JHARKHAND - 827015, LANDMARK: OPPOSITE STATE BANK OF INDIA",827015,EAST,JHARKHAND,BOKARO,Active,3.3,3
EST-JH-1174,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-BOKARO,"CHAS, BOKARO, JHARKHAND - 827013, LANDMARK: ITI MORE",827013,EAST,JHARKHAND,BOKARO,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-JH-1175,GURU GOBIND SINGH EDUCATIONAL SOCIETY TECHNICAL CAMPUS,"NATIONAL HIGHWAY 32, KANDRA, CHAS, BOKARO, JHARKHAND - 827013, LANDMARK: NEAR TRIMURTI PUBLIC SCHOOL",827013,EAST,JHARKHAND,BOKARO,Active,4,323
EST-JH-1384,SHREYA DIGITAL,"GURUDWARA ROAD, SECTOR - 2, JODHADIH MORE, CHAS, BOKARO, JHARKHAND - 827013, LANDMARK: NEAR GURUDWARA",827013,EAST,JHARKHAND,BOKARO,Active,3.3,36
EST-JH-1403,RR TECHNOLOGY,"PLOT NO 2935, NAWADIH, MURTITAND, NH -33, CHAS, BOKARO STEEL CITY, JHARKHAND - 827013 - 827013, LANDMARK: HELIWAL TATA MOTORS ,N EAR CHAS MUSAFIL POLICE STATION",827013,EAST,JHARKHAND,BOKARO,Active,3.4,3
EST-JH-1540,CRESCENT LABS,"GWALADIH MORE, PURULIA ROAD, PINDRAJORA, CHAS, BOKARO, JHARKHAND - 827013, LANDMARK: NEAR CRESCENT PUBLIC SCHOOL",827013,EAST,JHARKHAND,BOKARO,Active,3.3,3
EST-JH-1385,RAJ PRIVATE INDUSTRIAL TRAINING INSTITUTE,"GANDHI TOLA, XAVIER'S NAGAR, CHAIBASA, JHARKHAND - 833201, LANDMARK: NEAR CHAAIBASA WATER SUPPLY",833201,EAST,JHARKHAND,CHAIBASA,Active,-,-
EST-JH-1373,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-SIMARIYA (CHATRA),"VILLAGE - ICHAK KALA, PO: DUNDUWA, PS: SIMARIYA, CHATRA, JHARKHAND - 825103, LANDMARK: HINDUSTHAN PETROLIUM",825103,EAST,JHARKHAND,CHATRA,Active,-,-
EST-JH-1037,OXFORD PUBLIC SCHOOL-DALTONGANJ,"NEW TOWNSHIP, SHAHPUR, MEDININAGAR , DALTONGANJ, JHARKHAND - 822110, LANDMARK: OXFORD PUBLIC SCHOOL",822110,EAST,JHARKHAND,DALTONGANJ,Active,-,-
EST-JH-1177,APTECH COMPUTER EDUCATION,"1ST FLOOR SETHI COMPLEX, JAIL HATA, DALTONGANJ, PALAMU, JHARKHAND - 822101, LANDMARK: NEAR DALTONGANJ BUS STAND",822101,EAST,JHARKHAND,DALTONGANJ,Active,3.9,3
EST-JH-1178,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-DALTONGANJ,"NATIONAL HIGHWAY 75, SOUTH REDMA, DALTONGANJ, JHARKHAND - 822101, LANDMARK: NEAR REDMA PANCHAYAT",822101,EAST,JHARKHAND,DALTONGANJ,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
EST-JH-1050,MADHUPUR POLYTECHNIC,"RAJABHITA, 52 BIGHA, MADHUPUR, DEOGHAR, JHARKHAND - 815353, LANDMARK: NEAR KENDRIYA VIDYALAYA",815353,EAST,JHARKHAND,DEOGHAR,Active,4,255
EST-JH-1051,ANK DIGITAL ZONE,"RAMASHRAY COMPLEX, BILASI TOWN, DEOGHAR, JHARKHAND - 814112, LANDMARK: BEHIND PANCHMUKHI HANUMAN MANDIR",814112,EAST,JHARKHAND,DEOGHAR,Active,4.1,4
EST-JH-1179,GOVERNMENT INDUSTRIAL TRAINING INSTITUTE-DEOGHAR,"BASUWADIH ROAD, JASIDIH, DEOGHAR, JHARKHAND - 814142, LANDMARK: NEAR IGNOU REGIONAL CENTRE",814142,EAST,JHARKHAND,DEOGHAR,Active,Govt. Venues/IITs/IIMs,Govt. Venues/IITs/IIMs
